consumption_by_source,residential_total_final_consumption,year,Units,commercial_and_public_services_total_final,iso_alpha_3
electricity,79423.0,2018, TJ,271085.0,TUR
natural_gas,437833.0,2018, TJ,137742.0,TUR
oil_products,8991.0,2018, TJ,32617.0,TUR
solid_biomass,65104.0,2018, TJ,,TUR
electricity,2386.0,2018, TJ,1381.0,UGA
oil_products,1280.0,2018, TJ,202.0,UGA
solid_biomass,386860.0,2018, TJ,50201.0,UGA
Heat,95102.0,2018, TJ,62442.0,UKR
coal,10877.0,2018, TJ,21227.0,UKR
electricity,129409.0,2018, TJ,72482.0,UKR
natural_gas,363796.0,2018, TJ,36248.0,UKR
oil_products,3174.0,2018, TJ,4734.0,UKR
solid_biomass,75930.0,2018, TJ,1386.0,UKR
electricity,130949.0,2018, TJ,221479.0,ARE
oil_products,12734.0,2018, TJ,,ARE
Heat,11298.0,2018, TJ,12846.0,GBR
coal,21084.0,2018, TJ,847.0,GBR
electricity,381616.0,2018, TJ,333879.0,GBR
electricity,381616.0,2018, TJ,215.0,GBR
electricity,1270.0,2018, TJ,333879.0,GBR
electricity,1270.0,2018, TJ,215.0,GBR
natural_gas,981403.0,2018, TJ,151316.0,GBR
oil_products,99040.0,2018, TJ,92362.0,GBR
solid_biomass,27756.0,2018, TJ,9100.0,GBR
Heat,,2018, TJ,54628.0,USA
coal,,2018, TJ,17807.0,USA
electricity,5262353.0,2018, TJ,4940519.0,USA
electricity,5262353.0,2018, TJ,74598.0,USA
electricity,73436.0,2018, TJ,4940519.0,USA
electricity,73436.0,2018, TJ,74598.0,USA
natural_gas,4915175.0,2018, TJ,3458110.0,USA
oil_products,637482.0,2018, TJ,465199.0,USA
solid_biomass,455263.0,2018, TJ,99379.0,USA
coal,,2018, TJ,,URY
electricity,15683.0,2018, TJ,11090.0,URY
natural_gas,933.0,2018, TJ,510.0,URY
oil_products,5304.0,2018, TJ,774.0,URY
solid_biomass,12292.0,2018, TJ,942.0,URY
Heat,45167.0,2018, TJ,48026.0,UZB
coal,19739.0,2018, TJ,2811.0,UZB
electricity,48937.0,2018, TJ,17895.0,UZB
natural_gas,335027.0,2018, TJ,84992.0,UZB
oil_products,19142.0,2018, TJ,27.0,UZB
electricity,64203.0,2018, TJ,68303.0,VEN
natural_gas,30171.0,2018, TJ,7591.0,VEN
oil_products,32375.0,2018, TJ,11788.0,VEN
solid_biomass,8146.0,2018, TJ,1869.0,VEN
coal,26095.0,2018, TJ,1547.0,VNM
electricity,210326.0,2018, TJ,78958.0,VNM
electricity,5.0,2018, TJ,78958.0,VNM
oil_products,67708.0,2018, TJ,16983.0,VNM
solid_biomass,138616.0,2018, TJ,3558.0,VNM
electricity,6391.0,2018, TJ,680.0,YEM
oil_products,33820.0,2018, TJ,4112.0,YEM
electricity,15612.0,2018, TJ,3226.0,ZMB
oil_products,244.0,2018, TJ,1382.0,ZMB
solid_biomass,242023.0,2018, TJ,5870.0,ZMB
coal,,2018, TJ,806.0,ZWE
electricity,10202.0,2018, TJ,5065.0,ZWE
oil_products,4310.0,2018, TJ,9023.0,ZWE
solid_biomass,101512.0,2018, TJ,,ZWE
Heat,,2019, TJ,,ALB
coal,,2019, TJ,176.0,ALB
electricity,11232.0,2019, TJ,5663.0,ALB
electricity,11232.0,2019, TJ,222.0,ALB
electricity,326.0,2019, TJ,5663.0,ALB
electricity,326.0,2019, TJ,222.0,ALB
natural_gas,,2019, TJ,,ALB
oil_products,4589.0,2019, TJ,2641.0,ALB
solid_biomass,4994.0,2019, TJ,822.0,ALB
electricity,95518.0,2019, TJ,12074.0,DZA
natural_gas,390754.0,2019, TJ,13079.0,DZA
oil_products,69709.0,2019, TJ,,DZA
solid_biomass,125.0,2019, TJ,,DZA
electricity,30839.0,2019, TJ,,AGO
oil_products,63967.0,2019, TJ,29185.0,AGO
solid_biomass,208314.0,2019, TJ,,AGO
electricity,155460.0,2019, TJ,112119.0,ARG
natural_gas,354801.0,2019, TJ,50596.0,ARG
oil_products,50271.0,2019, TJ,14759.0,ARG
solid_biomass,10557.0,2019, TJ,6396.0,ARG
Heat,7.0,2019, TJ,,ARM
coal,36.0,2019, TJ,76.0,ARM
electricity,7010.0,2019, TJ,780.0,ARM
electricity,7010.0,2019, TJ,178.0,ARM
electricity,178.0,2019, TJ,780.0,ARM
electricity,178.0,2019, TJ,178.0,ARM
natural_gas,23321.0,2019, TJ,1820.0,ARM
oil_products,34.0,2019, TJ,212.0,ARM
solid_biomass,5306.0,2019, TJ,,ARM
Heat,,2019, TJ,,AUS
coal,20.0,2019, TJ,578.0,AUS
electricity,218021.0,2019, TJ,249952.0,AUS
electricity,218021.0,2019, TJ,471.0,AUS
electricity,17131.0,2019, TJ,249952.0,AUS
electricity,17131.0,2019, TJ,471.0,AUS
natural_gas,142111.0,2019, TJ,41114.0,AUS
oil_products,15409.0,2019, TJ,26984.0,AUS
solid_biomass,47599.0,2019, TJ,592.0,AUS
Heat,32094.0,2019, TJ,28520.0,AUT
coal,826.0,2019, TJ,,AUT
electricity,66443.0,2019, TJ,44890.0,AUT
electricity,66443.0,2019, TJ,3091.0,AUT
electricity,4721.0,2019, TJ,44890.0,AUT
electricity,4721.0,2019, TJ,3091.0,AUT
natural_gas,59719.0,2019, TJ,15199.0,AUT
oil_products,38650.0,2019, TJ,7415.0,AUT
solid_biomass,70474.0,2019, TJ,3659.0,AUT
Heat,5062.0,2019, TJ,979.0,AZE
electricity,23104.0,2019, TJ,22712.0,AZE
natural_gas,116602.0,2019, TJ,9895.0,AZE
oil_products,990.0,2019, TJ,754.0,AZE
solid_biomass,458.0,2019, TJ,1041.0,AZE
electricity,119059.0,2019, TJ,27046.0,BGD
natural_gas,155954.0,2019, TJ,7968.0,BGD
oil_products,7087.0,2019, TJ,,BGD
solid_biomass,325664.0,2019, TJ,,BGD
Heat,531.0,2019, TJ,2426.0,BEL
coal,1744.0,2019, TJ,,BEL
electricity,66085.0,2019, TJ,77532.0,BEL
electricity,66085.0,2019, TJ,62.0,BEL
electricity,1019.0,2019, TJ,77532.0,BEL
electricity,1019.0,2019, TJ,62.0,BEL
natural_gas,135497.0,2019, TJ,78730.0,BEL
oil_products,96594.0,2019, TJ,29609.0,BEL
solid_biomass,24056.0,2019, TJ,3373.0,BEL
electricity,1248.0,2019, TJ,2130.0,BEN
oil_products,1946.0,2019, TJ,2897.0,BEN
solid_biomass,71147.0,2019, TJ,14229.0,BEN
electricity,12249.0,2019, TJ,7603.0,BOL
natural_gas,6178.0,2019, TJ,2251.0,BOL
oil_products,21056.0,2019, TJ,591.0,BOL
solid_biomass,3186.0,2019, TJ,,BOL
Heat,3901.0,2019, TJ,1202.0,BIH
coal,2398.0,2019, TJ,1753.0,BIH
electricity,17013.0,2019, TJ,8852.0,BIH
natural_gas,1622.0,2019, TJ,942.0,BIH
oil_products,582.0,2019, TJ,910.0,BIH
solid_biomass,45095.0,2019, TJ,3383.0,BIH
coal,,2019, TJ,52.0,BWA
electricity,3927.0,2019, TJ,3161.0,BWA
electricity,3927.0,2019, TJ,,BWA
electricity,,2019, TJ,3161.0,BWA
electricity,,2019, TJ,,BWA
oil_products,510.0,2019, TJ,707.0,BWA
solid_biomass,27511.0,2019, TJ,,BWA
electricity,514991.0,2019, TJ,507079.0,BRA
electricity,514991.0,2019, TJ,5615.0,BRA
electricity,27531.0,2019, TJ,507079.0,BRA
electricity,27531.0,2019, TJ,5615.0,BRA
natural_gas,17080.0,2019, TJ,6155.0,BRA
oil_products,272167.0,2019, TJ,29489.0,BRA
solid_biomass,313395.0,2019, TJ,6902.0,BRA
electricity,4783.0,2019, TJ,6725.0,BRN
natural_gas,755.0,2019, TJ,,BRN
oil_products,814.0,2019, TJ,,BRN
Heat,12877.0,2019, TJ,5048.0,BGR
coal,4283.0,2019, TJ,160.0,BGR
electricity,39038.0,2019, TJ,31516.0,BGR
electricity,39038.0,2019, TJ,2103.0,BGR
electricity,458.0,2019, TJ,31516.0,BGR
electricity,458.0,2019, TJ,2103.0,BGR
natural_gas,3297.0,2019, TJ,3752.0,BGR
oil_products,827.0,2019, TJ,1272.0,BGR
solid_biomass,29749.0,2019, TJ,4821.0,BGR
electricity,12240.0,2019, TJ,13608.0,KHM
oil_products,8299.0,2019, TJ,5977.0,KHM
solid_biomass,72551.0,2019, TJ,,KHM
electricity,4985.0,2019, TJ,1823.0,CMR
oil_products,8188.0,2019, TJ,,CMR
solid_biomass,197513.0,2019, TJ,47402.0,CMR
Heat,,2019, TJ,292.0,CAN
coal,,2019, TJ,,CAN
electricity,625060.0,2019, TJ,544809.0,CAN
natural_gas,621028.0,2019, TJ,585842.0,CAN
oil_products,66749.0,2019, TJ,58600.0,CAN
solid_biomass,87112.0,2019, TJ,638.0,CAN
coal,,2019, TJ,,CHL
electricity,48903.0,2019, TJ,44172.0,CHL
natural_gas,20967.0,2019, TJ,6194.0,CHL
oil_products,45588.0,2019, TJ,27599.0,CHL
solid_biomass,78287.0,2019, TJ,989.0,CHL
Heat,1288320.0,2019, TJ,138473.0,CHN
coal,1423038.0,2019, TJ,524616.0,CHN
electricity,3829395.0,2019, TJ,1646821.0,CHN
electricity,3829395.0,2019, TJ,246813.0,CHN
electricity,1447888.0,2019, TJ,1646821.0,CHN
electricity,1447888.0,2019, TJ,246813.0,CHN
natural_gas,1760023.0,2019, TJ,510079.0,CHN
oil_products,1581718.0,2019, TJ,690060.0,CHN
solid_biomass,3121758.0,2019, TJ,,CHN
Heat,,2019, TJ,30.0,TWN
electricity,4104.0,2019, TJ,126.0,TWN
electricity,4104.0,2019, TJ,156294.0,TWN
electricity,169840.0,2019, TJ,126.0,TWN
electricity,169840.0,2019, TJ,156294.0,TWN
natural_gas,32414.0,2019, TJ,16894.0,TWN
oil_products,44025.0,2019, TJ,37640.0,TWN
solid_biomass,,2019, TJ,12182.0,TWN
coal,2713.0,2019, TJ,,COL
electricity,89260.0,2019, TJ,58862.0,COL
natural_gas,46386.0,2019, TJ,16857.0,COL
oil_products,17939.0,2019, TJ,2513.0,COL
solid_biomass,96004.0,2019, TJ,,COL
electricity,2550.0,2019, TJ,2758.0,COD
oil_products,898.0,2019, TJ,294.0,COD
solid_biomass,45322.0,2019, TJ,8751.0,COD
electricity,14093.0,2019, TJ,14160.0,CRI
oil_products,3202.0,2019, TJ,2273.0,CRI
solid_biomass,2755.0,2019, TJ,237.0,CRI
electricity,10006.0,2019, TJ,8373.0,CIV
oil_products,16588.0,2019, TJ,1308.0,CIV
solid_biomass,156814.0,2019, TJ,19358.0,CIV
Heat,4589.0,2019, TJ,2341.0,HRV
coal,116.0,2019, TJ,,HRV
electricity,22341.0,2019, TJ,21294.0,HRV
electricity,22341.0,2019, TJ,356.0,HRV
electricity,452.0,2019, TJ,21294.0,HRV
electricity,452.0,2019, TJ,356.0,HRV
natural_gas,19221.0,2019, TJ,8743.0,HRV
oil_products,4209.0,2019, TJ,1724.0,HRV
solid_biomass,42190.0,2019, TJ,536.0,HRV
electricity,33324.0,2019, TJ,10480.0,CUB
natural_gas,1825.0,2019, TJ,,CUB
oil_products,8704.0,2019, TJ,301.0,CUB
solid_biomass,8840.0,2019, TJ,449.0,CUB
electricity,1060.0,2019, TJ,841.0,CUW
oil_products,2274.0,2019, TJ,,CUW
electricity,6378.0,2019, TJ,7818.0,CYP
electricity,6378.0,2019, TJ,456.0,CYP
electricity,2588.0,2019, TJ,7818.0,CYP
electricity,2588.0,2019, TJ,456.0,CYP
oil_products,4659.0,2019, TJ,1682.0,CYP
solid_biomass,896.0,2019, TJ,354.0,CYP
Heat,40663.0,2019, TJ,19818.0,CZE
coal,27071.0,2019, TJ,1140.0,CZE
electricity,54924.0,2019, TJ,58089.0,CZE
electricity,54924.0,2019, TJ,167.0,CZE
electricity,599.0,2019, TJ,58089.0,CZE
electricity,599.0,2019, TJ,167.0,CZE
natural_gas,75169.0,2019, TJ,49056.0,CZE
oil_products,1977.0,2019, TJ,876.0,CZE
solid_biomass,84439.0,2019, TJ,3654.0,CZE
electricity,9786.0,2019, TJ,1256.0,COD
oil_products,61.0,2019, TJ,,COD
solid_biomass,742327.0,2019, TJ,,COD
Heat,68640.0,2019, TJ,31868.0,DNK
coal,,2019, TJ,,DNK
electricity,36869.0,2019, TJ,35652.0,DNK
electricity,36869.0,2019, TJ,91.0,DNK
electricity,519.0,2019, TJ,35652.0,DNK
electricity,519.0,2019, TJ,91.0,DNK
natural_gas,25782.0,2019, TJ,8407.0,DNK
oil_products,8469.0,2019, TJ,1445.0,DNK
solid_biomass,35335.0,2019, TJ,2391.0,DNK
electricity,19061.0,2019, TJ,15861.0,DOM
electricity,19061.0,2019, TJ,18.0,DOM
electricity,309.0,2019, TJ,15861.0,DOM
electricity,309.0,2019, TJ,18.0,DOM
oil_products,21550.0,2019, TJ,4039.0,DOM
solid_biomass,21872.0,2019, TJ,95.0,DOM
electricity,27562.0,2019, TJ,26076.0,ECU
electricity,27562.0,2019, TJ,103.0,ECU
natural_gas,18.0,2019, TJ,,ECU
oil_products,40207.0,2019, TJ,7627.0,ECU
solid_biomass,7735.0,2019, TJ,,ECU
coal,44.0,2019, TJ,,EGY
electricity,221551.0,2019, TJ,133804.0,EGY
natural_gas,96742.0,2019, TJ,,EGY
oil_products,172474.0,2019, TJ,,EGY
solid_biomass,66107.0,2019, TJ,,EGY
electricity,7112.0,2019, TJ,6238.0,SLV
oil_products,13871.0,2019, TJ,441.0,SLV
solid_biomass,6656.0,2019, TJ,,SLV
electricity,1790.0,2019, TJ,874.0,GNQ
oil_products,854.0,2019, TJ,709.0,GNQ
solid_biomass,4072.0,2019, TJ,,GNQ
electricity,608.0,2019, TJ,273.0,ERI
oil_products,520.0,2019, TJ,154.0,ERI
solid_biomass,20065.0,2019, TJ,960.0,ERI
Heat,13680.0,2019, TJ,4299.0,EST
coal,49.0,2019, TJ,40.0,EST
electricity,7452.0,2019, TJ,10515.0,EST
natural_gas,2418.0,2019, TJ,3072.0,EST
oil_products,392.0,2019, TJ,862.0,EST
solid_biomass,15842.0,2019, TJ,564.0,EST
coal,,2019, TJ,,SWZ
electricity,1532.0,2019, TJ,654.0,SWZ
oil_products,40.0,2019, TJ,681.0,SWZ
solid_biomass,12230.0,2019, TJ,,SWZ
electricity,18842.0,2019, TJ,9940.0,ETH
oil_products,3184.0,2019, TJ,3574.0,ETH
solid_biomass,1298203.0,2019, TJ,12317.0,ETH
Heat,66659.0,2019, TJ,43824.0,FIN
coal,156.0,2019, TJ,104.0,FIN
electricity,81165.0,2019, TJ,64321.0,FIN
electricity,91.0,2019, TJ,64321.0,FIN
natural_gas,1116.0,2019, TJ,1133.0,FIN
oil_products,12463.0,2019, TJ,10872.0,FIN
solid_biomass,51607.0,2019, TJ,3972.0,FIN
Heat,53331.0,2019, TJ,33538.0,FRA
coal,1023.0,2019, TJ,1459.0,FRA
electricity,574999.0,2019, TJ,491792.0,FRA
electricity,574999.0,2019, TJ,1254.0,FRA
electricity,7997.0,2019, TJ,491792.0,FRA
electricity,7997.0,2019, TJ,1254.0,FRA
natural_gas,477741.0,2019, TJ,262075.0,FRA
oil_products,182386.0,2019, TJ,98783.0,FRA
solid_biomass,279362.0,2019, TJ,22600.0,FRA
electricity,4336.0,2019, TJ,1140.0,GAB
oil_products,2420.0,2019, TJ,712.0,GAB
solid_biomass,46440.0,2019, TJ,,GAB
Heat,,2019, TJ,,GEO
coal,9.0,2019, TJ,0.0,GEO
electricity,8859.0,2019, TJ,13628.0,GEO
electricity,8859.0,2019, TJ,498.0,GEO
electricity,268.0,2019, TJ,13628.0,GEO
electricity,268.0,2019, TJ,498.0,GEO
natural_gas,34778.0,2019, TJ,8125.0,GEO
oil_products,441.0,2019, TJ,43.0,GEO
solid_biomass,10097.0,2019, TJ,125.0,GEO
Heat,166098.0,2019, TJ,58194.0,DEU
coal,14460.0,2019, TJ,76.0,DEU
electricity,455540.0,2019, TJ,467906.0,DEU
electricity,455540.0,2019, TJ,3593.0,DEU
electricity,30270.0,2019, TJ,467906.0,DEU
electricity,30270.0,2019, TJ,3593.0,DEU
natural_gas,936985.0,2019, TJ,396403.0,DEU
oil_products,495838.0,2019, TJ,139780.0,DEU
solid_biomass,269240.0,2019, TJ,82401.0,DEU
electricity,21849.0,2019, TJ,10212.0,GHA
oil_products,9108.0,2019, TJ,851.0,GHA
solid_biomass,107052.0,2019, TJ,4708.0,GHA
electricity,268.0,2019, TJ,118.0,GIB
Heat,1612.0,2019, TJ,,GRC
coal,142.0,2019, TJ,,GRC
electricity,62559.0,2019, TJ,64492.0,GRC
electricity,62559.0,2019, TJ,759.0,GRC
electricity,11464.0,2019, TJ,64492.0,GRC
electricity,11464.0,2019, TJ,759.0,GRC
natural_gas,16093.0,2019, TJ,6403.0,GRC
oil_products,48294.0,2019, TJ,5265.0,GRC
solid_biomass,28456.0,2019, TJ,1118.0,GRC
electricity,13487.0,2019, TJ,10429.0,GTM
oil_products,15925.0,2019, TJ,417.0,GTM
solid_biomass,284304.0,2019, TJ,7927.0,GTM
electricity,2462.0,2019, TJ,141.0,HTI
oil_products,3856.0,2019, TJ,39.0,HTI
solid_biomass,104368.0,2019, TJ,2116.0,HTI
electricity,9516.0,2019, TJ,8262.0,HND
oil_products,2996.0,2019, TJ,3498.0,HND
solid_biomass,57201.0,2019, TJ,3315.0,HND
electricity,42939.0,2019, TJ,107547.0,HKG
natural_gas,13517.0,2019, TJ,10680.0,HKG
oil_products,95.0,2019, TJ,3057.0,HKG
solid_biomass,,2019, TJ,100.0,HKG
Heat,19049.0,2019, TJ,6784.0,HUN
coal,2954.0,2019, TJ,62.0,HUN
electricity,41824.0,2019, TJ,30805.0,HUN
electricity,41824.0,2019, TJ,1017.0,HUN
electricity,548.0,2019, TJ,30805.0,HUN
electricity,548.0,2019, TJ,1017.0,HUN
natural_gas,116933.0,2019, TJ,44358.0,HUN
oil_products,3082.0,2019, TJ,1270.0,HUN
solid_biomass,52887.0,2019, TJ,1445.0,HUN
Heat,15635.0,2019, TJ,14285.0,ISL
electricity,2975.0,2019, TJ,7729.0,ISL
electricity,2975.0,2019, TJ,261.0,ISL
electricity,494.0,2019, TJ,7729.0,ISL
electricity,494.0,2019, TJ,261.0,ISL
oil_products,65.0,2019, TJ,54.0,ISL
coal,123809.0,2019, TJ,201290.0,IND
electricity,1138565.0,2019, TJ,408852.0,IND
electricity,1138565.0,2019, TJ,4164.0,IND
electricity,37015.0,2019, TJ,408852.0,IND
electricity,37015.0,2019, TJ,4164.0,IND
natural_gas,58918.0,2019, TJ,98196.0,IND
oil_products,1186702.0,2019, TJ,127449.0,IND
solid_biomass,4231134.0,2019, TJ,109744.0,IND
coal,,2019, TJ,,IDN
electricity,378178.0,2019, TJ,235158.0,IDN
electricity,378178.0,2019, TJ,,IDN
natural_gas,1336.0,2019, TJ,7109.0,IDN
oil_products,369484.0,2019, TJ,20057.0,IDN
solid_biomass,145831.0,2019, TJ,10169.0,IDN
coal,361.0,2019, TJ,,IRN
electricity,318600.0,2019, TJ,164612.0,IRN
natural_gas,2038584.0,2019, TJ,295084.0,IRN
oil_products,162099.0,2019, TJ,36271.0,IRN
solid_biomass,10556.0,2019, TJ,10392.0,IRN
electricity,93001.0,2019, TJ,28039.0,IRQ
oil_products,140128.0,2019, TJ,,IRQ
coal,14617.0,2019, TJ,19.0,IRL
electricity,29259.0,2019, TJ,47526.0,IRL
electricity,29259.0,2019, TJ,6.0,IRL
electricity,566.0,2019, TJ,47526.0,IRL
electricity,566.0,2019, TJ,6.0,IRL
natural_gas,24708.0,2019, TJ,15055.0,IRL
oil_products,51443.0,2019, TJ,9017.0,IRL
solid_biomass,1065.0,2019, TJ,850.0,IRL
electricity,72354.0,2019, TJ,66537.0,ISR
electricity,15099.0,2019, TJ,66537.0,ISR
oil_products,6541.0,2019, TJ,4371.0,ISR
solid_biomass,183.0,2019, TJ,,ISR
Heat,37173.0,2019, TJ,12412.0,ITA
coal,,2019, TJ,,ITA
electricity,236116.0,2019, TJ,321177.0,ITA
electricity,236116.0,2019, TJ,5202.0,ITA
electricity,7102.0,2019, TJ,321177.0,ITA
electricity,7102.0,2019, TJ,5202.0,ITA
natural_gas,675190.0,2019, TJ,296691.0,ITA
oil_products,82717.0,2019, TJ,21801.0,ITA
solid_biomass,261374.0,2019, TJ,3807.0,ITA
electricity,3788.0,2019, TJ,1355.0,JAM
natural_gas,,2019, TJ,,JAM
oil_products,4348.0,2019, TJ,1232.0,JAM
solid_biomass,2570.0,2019, TJ,1671.0,JAM
Heat,1077.0,2019, TJ,21560.0,JPN
coal,,2019, TJ,5186.0,JPN
electricity,906881.0,2019, TJ,1138782.0,JPN
electricity,906881.0,2019, TJ,2867.0,JPN
electricity,9437.0,2019, TJ,1138782.0,JPN
electricity,9437.0,2019, TJ,2867.0,JPN
natural_gas,365542.0,2019, TJ,393931.0,JPN
oil_products,476238.0,2019, TJ,415825.0,JPN
solid_biomass,233.0,2019, TJ,72588.0,JPN
electricity,29735.0,2019, TJ,12070.0,JOR
electricity,29735.0,2019, TJ,1666.0,JOR
electricity,5895.0,2019, TJ,12070.0,JOR
electricity,5895.0,2019, TJ,1666.0,JOR
oil_products,25536.0,2019, TJ,6640.0,JOR
solid_biomass,2220.0,2019, TJ,743.0,JOR
Heat,46712.0,2019, TJ,89509.0,KAZ
coal,170771.0,2019, TJ,31292.0,KAZ
electricity,55739.0,2019, TJ,28871.0,KAZ
natural_gas,120334.0,2019, TJ,25386.0,KAZ
oil_products,109010.0,2019, TJ,15573.0,KAZ
solid_biomass,1426.0,2019, TJ,62.0,KAZ
electricity,11465.0,2019, TJ,4421.0,KEN
oil_products,17966.0,2019, TJ,7930.0,KEN
solid_biomass,416961.0,2019, TJ,,KEN
Heat,89675.0,2019, TJ,14331.0,KOR
coal,10226.0,2019, TJ,964.0,KOR
electricity,2366.0,2019, TJ,7398.0,KOR
electricity,2366.0,2019, TJ,589001.0,KOR
electricity,242704.0,2019, TJ,7398.0,KOR
electricity,242704.0,2019, TJ,589001.0,KOR
natural_gas,394726.0,2019, TJ,139196.0,KOR
oil_products,129754.0,2019, TJ,69017.0,KOR
solid_biomass,5465.0,2019, TJ,28605.0,KOR
Heat,401.0,2019, TJ,217.0,XKX
coal,105.0,2019, TJ,319.0,XKX
electricity,9100.0,2019, TJ,3613.0,XKX
electricity,9100.0,2019, TJ,11.0,XKX
electricity,4.0,2019, TJ,3613.0,XKX
electricity,4.0,2019, TJ,11.0,XKX
oil_products,495.0,2019, TJ,2220.0,XKX
solid_biomass,14464.0,2019, TJ,479.0,XKX
electricity,97248.0,2019, TJ,55485.0,KWT
oil_products,15862.0,2019, TJ,,KWT
Heat,6770.0,2019, TJ,3646.0,KGZ
coal,16633.0,2019, TJ,3227.0,KGZ
electricity,31478.0,2019, TJ,3818.0,KGZ
natural_gas,4213.0,2019, TJ,848.0,KGZ
oil_products,36532.0,2019, TJ,637.0,KGZ
solid_biomass,45.0,2019, TJ,29.0,KGZ
electricity,7686.0,2019, TJ,4748.0,LAO
oil_products,435.0,2019, TJ,669.0,LAO
solid_biomass,45386.0,2019, TJ,11420.0,LAO
Heat,15378.0,2019, TJ,5206.0,LVA
coal,194.0,2019, TJ,112.0,LVA
electricity,5937.0,2019, TJ,10254.0,LVA
natural_gas,4636.0,2019, TJ,4607.0,LVA
oil_products,2227.0,2019, TJ,1164.0,LVA
solid_biomass,21372.0,2019, TJ,2439.0,LVA
electricity,26708.0,2019, TJ,11734.0,LBN
electricity,26708.0,2019, TJ,649.0,LBN
electricity,1341.0,2019, TJ,11734.0,LBN
electricity,1341.0,2019, TJ,649.0,LBN
oil_products,10340.0,2019, TJ,,LBN
solid_biomass,4672.0,2019, TJ,,LBN
electricity,51418.0,2019, TJ,8928.0,LBY
oil_products,16773.0,2019, TJ,,LBY
solid_biomass,11001.0,2019, TJ,,LBY
Heat,90752.0,2019, TJ,1220624.0,LIE
coal,351118.0,2019, TJ,20.0,LIE
electricity,97248.0,2019, TJ,1138782.0,LIE
electricity,97248.0,2019, TJ,2867.0,LIE
electricity,28738.0,2019, TJ,1138782.0,LIE
electricity,28738.0,2019, TJ,2867.0,LIE
natural_gas,908531.0,2019, TJ,2132271.0,LIE
oil_products,435.0,2019, TJ,415825.0,LIE
solid_biomass,1765293.0,2019, TJ,810279.0,LIE
Heat,18659.0,2019, TJ,7332.0,LTU
coal,1928.0,2019, TJ,1450.0,LTU
electricity,10485.0,2019, TJ,12755.0,LTU
natural_gas,6734.0,2019, TJ,3039.0,LTU
oil_products,2491.0,2019, TJ,95.0,LTU
solid_biomass,19316.0,2019, TJ,1506.0,LTU
Heat,,2019, TJ,3467.0,LUX
coal,10.0,2019, TJ,,LUX
electricity,3273.0,2019, TJ,8251.0,LUX
electricity,100.0,2019, TJ,8251.0,LUX
natural_gas,10315.0,2019, TJ,4498.0,LUX
oil_products,4900.0,2019, TJ,5497.0,LUX
solid_biomass,646.0,2019, TJ,43.0,LUX
electricity,2505.0,2019, TJ,835.0,MDG
oil_products,1162.0,2019, TJ,,MDG
solid_biomass,137717.0,2019, TJ,64506.0,MDG
electricity,113652.0,2019, TJ,171063.0,MYS
natural_gas,25.0,2019, TJ,973.0,MYS
oil_products,26101.0,2019, TJ,23142.0,MYS
solid_biomass,28.0,2019, TJ,,MYS
Heat,,2019, TJ,0.0,MLT
electricity,3078.0,2019, TJ,3989.0,MLT
electricity,212.0,2019, TJ,3989.0,MLT
oil_products,549.0,2019, TJ,913.0,MLT
solid_biomass,70.0,2019, TJ,42.0,MLT
electricity,3409.0,2019, TJ,3622.0,MUS
oil_products,2341.0,2019, TJ,1024.0,MUS
solid_biomass,162.0,2019, TJ,10.0,MUS
electricity,232149.0,2019, TJ,103379.0,MEX
electricity,232149.0,2019, TJ,5175.0,MEX
electricity,7885.0,2019, TJ,103379.0,MEX
electricity,7885.0,2019, TJ,5175.0,MEX
natural_gas,26946.0,2019, TJ,9865.0,MEX
oil_products,225927.0,2019, TJ,61850.0,MEX
solid_biomass,247758.0,2019, TJ,,MEX
Heat,4552.0,2019, TJ,1591.0,MDA
coal,2532.0,2019, TJ,731.0,MDA
electricity,7333.0,2019, TJ,5115.0,MDA
natural_gas,10860.0,2019, TJ,3554.0,MDA
oil_products,2409.0,2019, TJ,52.0,MDA
solid_biomass,25410.0,2019, TJ,457.0,MDA
Heat,17053.0,2019, TJ,15661.0,MNG
coal,12268.0,2019, TJ,15.0,MNG
electricity,5910.0,2019, TJ,,MNG
solid_biomass,1271.0,2019, TJ,,MNG
coal,89.0,2019, TJ,85.0,MNE
electricity,4645.0,2019, TJ,3703.0,MNE
electricity,4645.0,2019, TJ,8.0,MNE
oil_products,73.0,2019, TJ,440.0,MNE
solid_biomass,5403.0,2019, TJ,316.0,MNE
electricity,41176.0,2019, TJ,21171.0,MAR
electricity,41176.0,2019, TJ,,MAR
electricity,,2019, TJ,21171.0,MAR
electricity,,2019, TJ,,MAR
oil_products,112904.0,2019, TJ,7005.0,MAR
solid_biomass,20320.0,2019, TJ,27694.0,MAR
electricity,6449.0,2019, TJ,96.0,MOZ
natural_gas,,2019, TJ,67.0,MOZ
oil_products,950.0,2019, TJ,295.0,MOZ
solid_biomass,202955.0,2019, TJ,5315.0,MOZ
coal,,2019, TJ,,MMR
electricity,29759.0,2019, TJ,13386.0,MMR
natural_gas,,2019, TJ,16.0,MMR
oil_products,566.0,2019, TJ,18982.0,MMR
solid_biomass,427719.0,2019, TJ,,MMR
electricity,3761.0,2019, TJ,1348.0,NAM
oil_products,86.0,2019, TJ,10876.0,NAM
solid_biomass,1245.0,2019, TJ,1762.0,NAM
coal,0.0,2019, TJ,3153.0,NPL
electricity,10703.0,2019, TJ,2790.0,NPL
electricity,10703.0,2019, TJ,2165.0,NPL
