consumption_by_source,residential_total_final_consumption,year,Units,commercial_and_public_services_total_final,iso_alpha_3
solid_biomass,4176.0,2004, TJ,,GNQ
electricity,331.0,2004, TJ,237.0,ERI
oil_products,1021.0,2004, TJ,211.0,ERI
solid_biomass,13203.0,2004, TJ,615.0,ERI
Heat,15551.0,2004, TJ,3870.0,EST
coal,1081.0,2004, TJ,260.0,EST
electricity,5824.0,2004, TJ,6660.0,EST
natural_gas,1615.0,2004, TJ,2450.0,EST
oil_products,439.0,2004, TJ,1656.0,EST
solid_biomass,14091.0,2004, TJ,1046.0,EST
coal,56.0,2004, TJ,,SWZ
electricity,694.0,2004, TJ,280.0,SWZ
oil_products,489.0,2004, TJ,94.0,SWZ
solid_biomass,18011.0,2004, TJ,,SWZ
electricity,2559.0,2004, TJ,1843.0,ETH
oil_products,12264.0,2004, TJ,1082.0,ETH
solid_biomass,884706.0,2004, TJ,8352.0,ETH
Heat,61344.0,2004, TJ,36798.0,FIN
coal,497.0,2004, TJ,80.0,FIN
electricity,71229.0,2004, TJ,54622.0,FIN
electricity,17.0,2004, TJ,54622.0,FIN
natural_gas,1238.0,2004, TJ,1309.0,FIN
oil_products,30247.0,2004, TJ,13748.0,FIN
solid_biomass,46116.0,2004, TJ,3347.0,FIN
Heat,,2004, TJ,,FRA
coal,10127.0,2004, TJ,6938.0,FRA
electricity,516168.0,2004, TJ,433213.0,FRA
electricity,516168.0,2004, TJ,1771.0,FRA
electricity,4208.0,2004, TJ,433213.0,FRA
electricity,4208.0,2004, TJ,1771.0,FRA
natural_gas,618141.0,2004, TJ,230423.0,FRA
oil_products,407202.0,2004, TJ,181188.0,FRA
solid_biomass,285253.0,2004, TJ,24071.0,FRA
electricity,2167.0,2004, TJ,626.0,GAB
oil_products,1559.0,2004, TJ,779.0,GAB
solid_biomass,34422.0,2004, TJ,,GAB
Heat,989.0,2004, TJ,101.0,GEO
coal,123.0,2004, TJ,,GEO
electricity,10155.0,2004, TJ,7271.0,GEO
electricity,10155.0,2004, TJ,,GEO
electricity,410.0,2004, TJ,7271.0,GEO
electricity,410.0,2004, TJ,,GEO
natural_gas,6197.0,2004, TJ,1221.0,GEO
oil_products,1850.0,2004, TJ,42.0,GEO
solid_biomass,25016.0,2004, TJ,500.0,GEO
Heat,228867.0,2004, TJ,114433.0,DEU
coal,25078.0,2004, TJ,3611.0,DEU
electricity,505440.0,2004, TJ,508377.0,DEU
electricity,505440.0,2004, TJ,2106.0,DEU
electricity,8700.0,2004, TJ,508377.0,DEU
electricity,8700.0,2004, TJ,2106.0,DEU
natural_gas,1007781.0,2004, TJ,399888.0,DEU
oil_products,733705.0,2004, TJ,371766.0,DEU
solid_biomass,191175.0,2004, TJ,39330.0,DEU
electricity,6623.0,2004, TJ,2606.0,GHA
oil_products,7094.0,2004, TJ,361.0,GHA
solid_biomass,85385.0,2004, TJ,2758.0,GHA
electricity,,2004, TJ,10.0,GIB
Heat,1817.0,2004, TJ,,GRC
coal,219.0,2004, TJ,,GRC
electricity,60667.0,2004, TJ,57139.0,GRC
electricity,60667.0,2004, TJ,478.0,GRC
electricity,6925.0,2004, TJ,57139.0,GRC
electricity,6925.0,2004, TJ,478.0,GRC
natural_gas,1450.0,2004, TJ,1821.0,GRC
oil_products,127683.0,2004, TJ,15269.0,GRC
solid_biomass,29392.0,2004, TJ,158.0,GRC
electricity,7056.0,2004, TJ,5587.0,GTM
oil_products,10360.0,2004, TJ,324.0,GTM
solid_biomass,176845.0,2004, TJ,12248.0,GTM
electricity,378.0,2004, TJ,251.0,HTI
oil_products,3386.0,2004, TJ,,HTI
solid_biomass,76234.0,2004, TJ,1601.0,HTI
electricity,5702.0,2004, TJ,4406.0,HND
oil_products,1662.0,2004, TJ,4027.0,HND
solid_biomass,51675.0,2004, TJ,,HND
electricity,34135.0,2004, TJ,91645.0,HKG
natural_gas,13713.0,2004, TJ,9850.0,HKG
oil_products,1927.0,2004, TJ,14994.0,HKG
solid_biomass,,2004, TJ,246.0,HKG
Heat,28187.0,2004, TJ,8243.0,HUN
coal,9822.0,2004, TJ,258.0,HUN
electricity,39715.0,2004, TJ,32846.0,HUN
electricity,39715.0,2004, TJ,2790.0,HUN
electricity,74.0,2004, TJ,32846.0,HUN
electricity,74.0,2004, TJ,2790.0,HUN
natural_gas,149400.0,2004, TJ,100624.0,HUN
oil_products,7375.0,2004, TJ,1341.0,HUN
solid_biomass,20306.0,2004, TJ,2336.0,HUN
Heat,10053.0,2004, TJ,6603.0,ISL
electricity,2419.0,2004, TJ,3175.0,ISL
electricity,2419.0,2004, TJ,1333.0,ISL
electricity,1013.0,2004, TJ,3175.0,ISL
electricity,1013.0,2004, TJ,1333.0,ISL
oil_products,259.0,2004, TJ,,ISL
coal,101107.0,2004, TJ,101753.0,IND
electricity,350804.0,2004, TJ,119400.0,IND
electricity,350804.0,2004, TJ,242.0,IND
electricity,2152.0,2004, TJ,119400.0,IND
electricity,2152.0,2004, TJ,242.0,IND
natural_gas,20556.0,2004, TJ,,IND
oil_products,872581.0,2004, TJ,,IND
solid_biomass,3918259.0,2004, TJ,79619.0,IND
coal,20.0,2004, TJ,,IDN
electricity,137019.0,2004, TJ,76265.0,IDN
electricity,137019.0,2004, TJ,,IDN
natural_gas,685.0,2004, TJ,1221.0,IDN
oil_products,398701.0,2004, TJ,62057.0,IDN
solid_biomass,464620.0,2004, TJ,8704.0,IDN
coal,361.0,2004, TJ,,IRN
electricity,146030.0,2004, TJ,82378.0,IRN
natural_gas,1050958.0,2004, TJ,152945.0,IRN
oil_products,379171.0,2004, TJ,147581.0,IRN
solid_biomass,1875.0,2004, TJ,1743.0,IRN
electricity,,2004, TJ,,IRQ
oil_products,111768.0,2004, TJ,,IRQ
coal,20263.0,2004, TJ,1123.0,IRL
electricity,26445.0,2004, TJ,27432.0,IRL
electricity,26445.0,2004, TJ,,IRL
electricity,11.0,2004, TJ,27432.0,IRL
electricity,11.0,2004, TJ,,IRL
natural_gas,25117.0,2004, TJ,11688.0,IRL
oil_products,57625.0,2004, TJ,12715.0,IRL
solid_biomass,628.0,2004, TJ,100.0,IRL
electricity,48661.0,2004, TJ,45028.0,ISR
electricity,30321.0,2004, TJ,45028.0,ISR
oil_products,39130.0,2004, TJ,,ISR
solid_biomass,183.0,2004, TJ,,ISR
Heat,6531.0,2004, TJ,2877.0,ITA
coal,319.0,2004, TJ,,ITA
electricity,239731.0,2004, TJ,251838.0,ITA
electricity,239731.0,2004, TJ,5692.0,ITA
electricity,699.0,2004, TJ,251838.0,ITA
electricity,699.0,2004, TJ,5692.0,ITA
natural_gas,750981.0,2004, TJ,259821.0,ITA
oil_products,223496.0,2004, TJ,43380.0,ITA
solid_biomass,93950.0,2004, TJ,313.0,ITA
electricity,3891.0,2004, TJ,2534.0,JAM
natural_gas,,2004, TJ,,JAM
oil_products,2198.0,2004, TJ,2476.0,JAM
solid_biomass,2949.0,2004, TJ,,JAM
Heat,1316.0,2004, TJ,23585.0,JPN
coal,,2004, TJ,777.0,JPN
electricity,961435.0,2004, TJ,1109474.0,JPN
electricity,961435.0,2004, TJ,3025.0,JPN
electricity,25860.0,2004, TJ,1109474.0,JPN
electricity,25860.0,2004, TJ,3025.0,JPN
natural_gas,374964.0,2004, TJ,246150.0,JPN
oil_products,671250.0,2004, TJ,943865.0,JPN
solid_biomass,574.0,2004, TJ,44717.0,JPN
electricity,10584.0,2004, TJ,5979.0,JOR
electricity,10584.0,2004, TJ,166.0,JOR
electricity,2637.0,2004, TJ,5979.0,JOR
electricity,2637.0,2004, TJ,166.0,JOR
oil_products,29655.0,2004, TJ,9005.0,JOR
solid_biomass,106.0,2004, TJ,,JOR
Heat,77593.0,2004, TJ,,KAZ
coal,29.0,2004, TJ,,KAZ
electricity,21067.0,2004, TJ,,KAZ
natural_gas,,2004, TJ,,KAZ
oil_products,9755.0,2004, TJ,5541.0,KAZ
solid_biomass,,2004, TJ,,KAZ
electricity,2804.0,2004, TJ,2804.0,KEN
oil_products,10802.0,2004, TJ,2445.0,KEN
solid_biomass,307573.0,2004, TJ,,KEN
Heat,53704.0,2004, TJ,6964.0,KOR
coal,12483.0,2004, TJ,5366.0,KOR
electricity,1285.0,2004, TJ,273.0,KOR
electricity,1285.0,2004, TJ,370943.0,KOR
electricity,175014.0,2004, TJ,273.0,KOR
electricity,175014.0,2004, TJ,370943.0,KOR
natural_gas,325430.0,2004, TJ,99824.0,KOR
oil_products,140582.0,2004, TJ,250439.0,KOR
solid_biomass,1841.0,2004, TJ,11622.0,KOR
Heat,195.0,2004, TJ,130.0,XKX
coal,85.0,2004, TJ,124.0,XKX
electricity,7880.0,2004, TJ,1512.0,XKX
electricity,7880.0,2004, TJ,1.0,XKX
electricity,3.0,2004, TJ,1512.0,XKX
electricity,3.0,2004, TJ,1.0,XKX
oil_products,981.0,2004, TJ,1417.0,XKX
solid_biomass,4527.0,2004, TJ,2264.0,XKX
electricity,61570.0,2004, TJ,8978.0,KWT
oil_products,5774.0,2004, TJ,,KWT
Heat,,2004, TJ,,KGZ
coal,,2004, TJ,,KGZ
electricity,7376.0,2004, TJ,,KGZ
natural_gas,,2004, TJ,,KGZ
oil_products,413.0,2004, TJ,,KGZ
solid_biomass,,2004, TJ,,KGZ
electricity,1638.0,2004, TJ,680.0,LAO
oil_products,49.0,2004, TJ,49.0,LAO
solid_biomass,42835.0,2004, TJ,9048.0,LAO
Heat,18119.0,2004, TJ,6036.0,LVA
coal,786.0,2004, TJ,1206.0,LVA
electricity,5281.0,2004, TJ,7156.0,LVA
natural_gas,3958.0,2004, TJ,3757.0,LVA
oil_products,1455.0,2004, TJ,2326.0,LVA
solid_biomass,32072.0,2004, TJ,4497.0,LVA
electricity,15166.0,2004, TJ,6663.0,LBN
electricity,15166.0,2004, TJ,87.0,LBN
electricity,182.0,2004, TJ,6663.0,LBN
electricity,182.0,2004, TJ,87.0,LBN
oil_products,27543.0,2004, TJ,,LBN
solid_biomass,4773.0,2004, TJ,,LBN
electricity,14533.0,2004, TJ,7869.0,LBY
oil_products,37327.0,2004, TJ,,LBY
solid_biomass,9372.0,2004, TJ,,LBY
Heat,195.0,2004, TJ,2877.0,LIE
coal,12483.0,2004, TJ,777.0,LIE
electricity,5436990.0,2004, TJ,2592.0,LIE
electricity,5436990.0,2004, TJ,36747.0,LIE
electricity,72571.0,2004, TJ,2592.0,LIE
electricity,72571.0,2004, TJ,36747.0,LIE
natural_gas,325430.0,2004, TJ,259821.0,LIE
oil_products,1758211.0,2004, TJ,1056173.0,LIE
solid_biomass,4527.0,2004, TJ,44717.0,LIE
Heat,22391.0,2004, TJ,7937.0,LTU
coal,1308.0,2004, TJ,1810.0,LTU
electricity,7524.0,2004, TJ,9154.0,LTU
natural_gas,5318.0,2004, TJ,2173.0,LTU
oil_products,2668.0,2004, TJ,293.0,LTU
solid_biomass,22683.0,2004, TJ,1308.0,LTU
Heat,,2004, TJ,2525.0,LUX
coal,27.0,2004, TJ,,LUX
electricity,3019.0,2004, TJ,5689.0,LUX
electricity,7.0,2004, TJ,5689.0,LUX
natural_gas,8524.0,2004, TJ,4647.0,LUX
oil_products,10091.0,2004, TJ,2656.0,LUX
solid_biomass,686.0,2004, TJ,27.0,LUX
electricity,1180.0,2004, TJ,241.0,MDG
oil_products,614.0,2004, TJ,,MDG
solid_biomass,79429.0,2004, TJ,38534.0,MDG
electricity,55224.0,2004, TJ,82843.0,MYS
natural_gas,206.0,2004, TJ,774.0,MYS
oil_products,30323.0,2004, TJ,29696.0,MYS
solid_biomass,11091.0,2004, TJ,,MYS
Heat,,2004, TJ,,MLT
electricity,2214.0,2004, TJ,2246.0,MLT
electricity,,2004, TJ,2246.0,MLT
oil_products,1469.0,2004, TJ,,MLT
solid_biomass,,2004, TJ,,MLT
electricity,2070.0,2004, TJ,1857.0,MUS
oil_products,2428.0,2004, TJ,283.0,MUS
solid_biomass,254.0,2004, TJ,,MUS
electricity,146638.0,2004, TJ,69105.0,MEX
electricity,146638.0,2004, TJ,1190.0,MEX
electricity,1767.0,2004, TJ,69105.0,MEX
electricity,1767.0,2004, TJ,1190.0,MEX
natural_gas,26291.0,2004, TJ,5948.0,MEX
oil_products,305304.0,2004, TJ,66960.0,MEX
solid_biomass,266652.0,2004, TJ,,MEX
Heat,4732.0,2004, TJ,2197.0,MDA
coal,1300.0,2004, TJ,1876.0,MDA
electricity,6627.0,2004, TJ,3211.0,MDA
natural_gas,11155.0,2004, TJ,3720.0,MDA
oil_products,6844.0,2004, TJ,128.0,MDA
solid_biomass,,2004, TJ,,MDA
Heat,12564.0,2004, TJ,6147.0,MNG
coal,5934.0,2004, TJ,561.0,MNG
electricity,2044.0,2004, TJ,,MNG
solid_biomass,1775.0,2004, TJ,,MNG
coal,,2004, TJ,,MNE
electricity,,2004, TJ,,MNE
electricity,,2004, TJ,,MNE
oil_products,,2004, TJ,,MNE
solid_biomass,,2004, TJ,,MNE
electricity,19526.0,2004, TJ,10374.0,MAR
electricity,19526.0,2004, TJ,,MAR
electricity,,2004, TJ,10374.0,MAR
electricity,,2004, TJ,,MAR
oil_products,57366.0,2004, TJ,3956.0,MAR
solid_biomass,49506.0,2004, TJ,42938.0,MAR
electricity,1609.0,2004, TJ,590.0,MOZ
natural_gas,1.0,2004, TJ,8.0,MOZ
oil_products,2167.0,2004, TJ,562.0,MOZ
solid_biomass,264121.0,2004, TJ,,MOZ
coal,,2004, TJ,,MMR
electricity,5983.0,2004, TJ,2206.0,MMR
natural_gas,,2004, TJ,,MMR
oil_products,422.0,2004, TJ,,MMR
solid_biomass,403039.0,2004, TJ,,MMR
electricity,,2004, TJ,,NAM
oil_products,175.0,2004, TJ,125.0,NAM
solid_biomass,7704.0,2004, TJ,,NAM
coal,25.0,2004, TJ,,NPL
electricity,2786.0,2004, TJ,968.0,NPL
electricity,2786.0,2004, TJ,,NPL
electricity,,2004, TJ,968.0,NPL
electricity,,2004, TJ,,NPL
oil_products,10731.0,2004, TJ,3212.0,NPL
solid_biomass,319908.0,2004, TJ,2048.0,NPL
coal,823.0,2004, TJ,1350.0,NZL
electricity,626.0,2004, TJ,3172.0,NZL
electricity,626.0,2004, TJ,28038.0,NZL
electricity,44134.0,2004, TJ,3172.0,NZL
electricity,44134.0,2004, TJ,28038.0,NZL
natural_gas,6557.0,2004, TJ,7078.0,NZL
oil_products,2657.0,2004, TJ,6592.0,NZL
solid_biomass,7001.0,2004, TJ,99.0,NZL
electricity,2059.0,2004, TJ,2592.0,NIC
oil_products,1553.0,2004, TJ,3756.0,NIC
solid_biomass,34867.0,2004, TJ,1672.0,NIC
coal,20.0,2004, TJ,,NER
electricity,647.0,2004, TJ,201.0,NER
oil_products,529.0,2004, TJ,,NER
solid_biomass,57354.0,2004, TJ,,NER
electricity,34405.0,2004, TJ,15875.0,NGA
natural_gas,0.0,2004, TJ,,NGA
oil_products,29925.0,2004, TJ,367.0,NGA
solid_biomass,604472.0,2004, TJ,42759.0,NGA
Heat,1657.0,2004, TJ,913.0,MKD
coal,246.0,2004, TJ,675.0,MKD
electricity,10454.0,2004, TJ,99.0,MKD
electricity,10454.0,2004, TJ,3564.0,MKD
electricity,,2004, TJ,99.0,MKD
electricity,,2004, TJ,3564.0,MKD
natural_gas,,2004, TJ,,MKD
oil_products,1645.0,2004, TJ,4130.0,MKD
solid_biomass,6510.0,2004, TJ,325.0,MKD
Heat,1502.0,2004, TJ,5772.0,NOR
coal,84.0,2004, TJ,,NOR
electricity,116658.0,2004, TJ,77709.0,NOR
natural_gas,119.0,2004, TJ,244.0,NOR
oil_products,11700.0,2004, TJ,11093.0,NOR
solid_biomass,26491.0,2004, TJ,926.0,NOR
electricity,17863.0,2004, TJ,11152.0,OMN
natural_gas,,2004, TJ,,OMN
oil_products,1939.0,2004, TJ,,OMN
coal,,2004, TJ,,PAK
electricity,99363.0,2004, TJ,29286.0,PAK
natural_gas,160214.0,2004, TJ,25312.0,PAK
oil_products,22574.0,2004, TJ,9620.0,PAK
solid_biomass,975819.0,2004, TJ,,PAK
electricity,5176.0,2004, TJ,10108.0,PAN
oil_products,3820.0,2004, TJ,1273.0,PAN
solid_biomass,7100.0,2004, TJ,30.0,PAN
electricity,9590.0,2004, TJ,2232.0,PRY
oil_products,3159.0,2004, TJ,,PRY
solid_biomass,44563.0,2004, TJ,151.0,PRY
coal,,2004, TJ,,PER
electricity,2351.0,2004, TJ,6771.0,PER
electricity,2351.0,2004, TJ,,PER
electricity,23083.0,2004, TJ,6771.0,PER
electricity,23083.0,2004, TJ,,PER
natural_gas,2.0,2004, TJ,,PER
oil_products,28754.0,2004, TJ,5401.0,PER
solid_biomass,105775.0,2004, TJ,2366.0,PER
electricity,57312.0,2004, TJ,42426.0,PHL
oil_products,52595.0,2004, TJ,23555.0,PHL
solid_biomass,188238.0,2004, TJ,12388.0,PHL
Heat,191999.0,2004, TJ,43305.0,POL
coal,228650.0,2004, TJ,28299.0,POL
electricity,248.0,2004, TJ,73.0,POL
electricity,248.0,2004, TJ,111661.0,POL
electricity,91713.0,2004, TJ,73.0,POL
electricity,91713.0,2004, TJ,111661.0,POL
natural_gas,126376.0,2004, TJ,69563.0,POL
oil_products,45219.0,2004, TJ,21199.0,POL
solid_biomass,103360.0,2004, TJ,7368.0,POL
Heat,62.0,2004, TJ,574.0,PRT
coal,,2004, TJ,,PRT
electricity,528.0,2004, TJ,390.0,PRT
electricity,528.0,2004, TJ,49338.0,PRT
electricity,44755.0,2004, TJ,390.0,PRT
electricity,44755.0,2004, TJ,49338.0,PRT
natural_gas,7588.0,2004, TJ,5865.0,PRT
oil_products,32041.0,2004, TJ,21977.0,PRT
solid_biomass,48500.0,2004, TJ,,PRT
electricity,7732.0,2004, TJ,10065.0,QAT
oil_products,2270.0,2004, TJ,,QAT
solid_biomass,61.0,2004, TJ,,QAT
Heat,66643.0,2004, TJ,2556.0,ROU
coal,1531.0,2004, TJ,47.0,ROU
electricity,253.0,2004, TJ,242.0,ROU
electricity,253.0,2004, TJ,12909.0,ROU
electricity,28954.0,2004, TJ,242.0,ROU
electricity,28954.0,2004, TJ,12909.0,ROU
natural_gas,106491.0,2004, TJ,28247.0,ROU
oil_products,18198.0,2004, TJ,8774.0,ROU
solid_biomass,111392.0,2004, TJ,9.0,ROU
Heat,2875572.0,2004, TJ,441902.0,RUS
coal,224783.0,2004, TJ,13661.0,RUS
electricity,515934.0,2004, TJ,251315.0,RUS
natural_gas,1788599.0,2004, TJ,113995.0,RUS
oil_products,180479.0,2004, TJ,34499.0,RUS
solid_biomass,64204.0,2004, TJ,604.0,RUS
electricity,136.0,2004, TJ,403.0,RWA
oil_products,700.0,2004, TJ,462.0,RWA
solid_biomass,88867.0,2004, TJ,,RWA
electricity,264113.0,2004, TJ,130050.0,SAU
oil_products,57727.0,2004, TJ,,SAU
solid_biomass,218.0,2004, TJ,,SAU
electricity,2070.0,2004, TJ,1198.0,SEN
oil_products,6562.0,2004, TJ,141.0,SEN
solid_biomass,29005.0,2004, TJ,,SEN
Heat,15608.0,2004, TJ,,SRB
coal,21043.0,2004, TJ,,SRB
electricity,49053.0,2004, TJ,16524.0,SRB
electricity,49053.0,2004, TJ,,SRB
natural_gas,10420.0,2004, TJ,,SRB
oil_products,945.0,2004, TJ,,SRB
solid_biomass,33599.0,2004, TJ,,SRB
electricity,23490.0,2004, TJ,42602.0,SGP
natural_gas,1865.0,2004, TJ,,SGP
oil_products,1891.0,2004, TJ,3831.0,SGP
Heat,26130.0,2004, TJ,11570.0,SVK
coal,4365.0,2004, TJ,5312.0,SVK
electricity,17341.0,2004, TJ,26470.0,SVK
electricity,17341.0,2004, TJ,29.0,SVK
electricity,,2004, TJ,26470.0,SVK
electricity,,2004, TJ,29.0,SVK
natural_gas,62276.0,2004, TJ,13573.0,SVK
oil_products,230.0,2004, TJ,2986.0,SVK
solid_biomass,1296.0,2004, TJ,326.0,SVK
Heat,4461.0,2004, TJ,1482.0,SVN
coal,19.0,2004, TJ,,SVN
electricity,196.0,2004, TJ,9320.0,SVN
electricity,196.0,2004, TJ,,SVN
electricity,10843.0,2004, TJ,9320.0,SVN
electricity,10843.0,2004, TJ,,SVN
natural_gas,4104.0,2004, TJ,2393.0,SVN
oil_products,18890.0,2004, TJ,9372.0,SVN
solid_biomass,19029.0,2004, TJ,94.0,SVN
coal,119268.0,2004, TJ,59914.0,ZAF
electricity,130431.0,2004, TJ,89963.0,ZAF
natural_gas,,2004, TJ,,ZAF
oil_products,38630.0,2004, TJ,4326.0,ZAF
solid_biomass,84568.0,2004, TJ,,ZAF
electricity,,2004, TJ,,SSD
oil_products,,2004, TJ,,SSD
solid_biomass,,2004, TJ,,SSD
coal,9319.0,2004, TJ,590.0,ESP
electricity,1513.0,2004, TJ,627.0,ESP
electricity,1513.0,2004, TJ,218415.0,ESP
electricity,208965.0,2004, TJ,627.0,ESP
electricity,208965.0,2004, TJ,218415.0,ESP
natural_gas,126055.0,2004, TJ,8061.0,ESP
oil_products,183078.0,2004, TJ,88968.0,ESP
solid_biomass,84540.0,2004, TJ,2360.0,ESP
electricity,7797.0,2004, TJ,4374.0,LKA
oil_products,4260.0,2004, TJ,1508.0,LKA
solid_biomass,125315.0,2004, TJ,5122.0,LKA
electricity,4543.0,2004, TJ,2556.0,SDN
oil_products,3636.0,2004, TJ,1986.0,SDN
solid_biomass,192623.0,2004, TJ,36693.0,SDN
electricity,1285.0,2004, TJ,874.0,SUR
oil_products,567.0,2004, TJ,226.0,SUR
solid_biomass,954.0,2004, TJ,3.0,SUR
Heat,102137.0,2004, TJ,51868.0,SWE
coal,1124.0,2004, TJ,168.0,SWE
electricity,199.0,2004, TJ,99205.0,SWE
electricity,148949.0,2004, TJ,99205.0,SWE
natural_gas,1786.0,2004, TJ,3600.0,SWE
oil_products,20954.0,2004, TJ,33274.0,SWE
solid_biomass,23935.0,2004, TJ,2274.0,SWE
Heat,6957.0,2004, TJ,5064.0,CHE
coal,553.0,2004, TJ,,CHE
electricity,569.0,2004, TJ,131.0,CHE
electricity,569.0,2004, TJ,58574.0,CHE
electricity,61610.0,2004, TJ,131.0,CHE
electricity,61610.0,2004, TJ,58574.0,CHE
natural_gas,39668.0,2004, TJ,22363.0,CHE
oil_products,122687.0,2004, TJ,49629.0,CHE
solid_biomass,13153.0,2004, TJ,9602.0,CHE
electricity,35784.0,2004, TJ,7542.0,SYR
oil_products,62596.0,2004, TJ,14072.0,SYR
Heat,,2004, TJ,,TJK
coal,,2004, TJ,,TJK
electricity,11062.0,2004, TJ,1083.0,TJK
electricity,4327.0,2004, TJ,2286.0,TZA
natural_gas,,2004, TJ,,TZA
oil_products,6459.0,2004, TJ,,TZA
solid_biomass,431918.0,2004, TJ,,TZA
electricity,89042.0,2004, TJ,130690.0,THA
electricity,89042.0,2004, TJ,,THA
natural_gas,,2004, TJ,,THA
oil_products,44448.0,2004, TJ,30563.0,THA
solid_biomass,245922.0,2004, TJ,,THA
Heat,9089.0,2004, TJ,13636.0,NLD
coal,49.0,2004, TJ,20.0,NLD
electricity,539.0,2004, TJ,134.0,NLD
electricity,539.0,2004, TJ,118591.0,NLD
electricity,77464.0,2004, TJ,134.0,NLD
electricity,77464.0,2004, TJ,118591.0,NLD
natural_gas,357684.0,2004, TJ,161814.0,NLD
oil_products,2123.0,2004, TJ,9195.0,NLD
solid_biomass,14900.0,2004, TJ,5567.0,NLD
electricity,1151.0,2004, TJ,284.0,TGO
oil_products,1846.0,2004, TJ,,TGO
solid_biomass,38903.0,2004, TJ,5434.0,TGO
electricity,5227.0,2004, TJ,2163.0,TTO
natural_gas,4358.0,2004, TJ,,TTO
oil_products,3160.0,2004, TJ,,TTO
solid_biomass,545.0,2004, TJ,,TTO
electricity,9871.0,2004, TJ,8553.0,TUN
electricity,9871.0,2004, TJ,,TUN
electricity,,2004, TJ,8553.0,TUN
electricity,,2004, TJ,,TUN
natural_gas,6979.0,2004, TJ,2071.0,TUN
oil_products,22745.0,2004, TJ,14240.0,TUN
solid_biomass,36190.0,2004, TJ,,TUN
electricity,5187.0,2004, TJ,,TKM
natural_gas,,2004, TJ,171092.0,TKM
oil_products,6019.0,2004, TJ,,TKM
solid_biomass,372.0,2004, TJ,,TKM
coal,87535.0,2004, TJ,10927.0,TUR
electricity,99428.0,2004, TJ,105591.0,TUR
electricity,44581.0,2004, TJ,105591.0,TUR
natural_gas,163169.0,2004, TJ,65899.0,TUR
oil_products,117489.0,2004, TJ,,TUR
solid_biomass,231562.0,2004, TJ,,TUR
electricity,1094.0,2004, TJ,169.0,UGA
oil_products,1051.0,2004, TJ,606.0,UGA
solid_biomass,245990.0,2004, TJ,26593.0,UGA
Heat,241271.0,2004, TJ,,UKR
coal,56216.0,2004, TJ,17058.0,UKR
electricity,87228.0,2004, TJ,63003.0,UKR
natural_gas,557864.0,2004, TJ,35307.0,UKR
oil_products,22171.0,2004, TJ,,UKR
solid_biomass,554.0,2004, TJ,,UKR
electricity,54198.0,2004, TJ,84294.0,ARE
oil_products,2033.0,2004, TJ,,ARE
Heat,2174.0,2004, TJ,15629.0,GBR
coal,39596.0,2004, TJ,553.0,GBR
electricity,447119.0,2004, TJ,342640.0,GBR
electricity,447119.0,2004, TJ,33.0,GBR
electricity,,2004, TJ,342640.0,GBR
electricity,,2004, TJ,33.0,GBR
natural_gas,1284371.0,2004, TJ,290074.0,GBR
oil_products,127260.0,2004, TJ,35944.0,GBR
solid_biomass,7856.0,2004, TJ,4524.0,GBR
Heat,,2004, TJ,27073.0,USA
coal,,2004, TJ,103888.0,USA
electricity,4651142.0,2004, TJ,4429551.0,USA
electricity,4651142.0,2004, TJ,12661.0,USA
electricity,67717.0,2004, TJ,4429551.0,USA
electricity,67717.0,2004, TJ,12661.0,USA
natural_gas,4748192.0,2004, TJ,3006629.0,USA
oil_products,1272445.0,2004, TJ,740924.0,USA
solid_biomass,410943.0,2004, TJ,90472.0,USA
coal,105.0,2004, TJ,56.0,URY
electricity,9450.0,2004, TJ,6483.0,URY
natural_gas,339.0,2004, TJ,263.0,URY
oil_products,5176.0,2004, TJ,1612.0,URY
solid_biomass,12663.0,2004, TJ,130.0,URY
Heat,,2004, TJ,,UZB
coal,586.0,2004, TJ,,UZB
electricity,15537.0,2004, TJ,5187.0,UZB
natural_gas,654215.0,2004, TJ,130850.0,UZB
oil_products,10365.0,2004, TJ,,UZB
electricity,61189.0,2004, TJ,69303.0,VEN
natural_gas,39680.0,2004, TJ,10439.0,VEN
oil_products,39860.0,2004, TJ,2488.0,VEN
solid_biomass,12044.0,2004, TJ,2935.0,VEN
coal,36575.0,2004, TJ,13387.0,VNM
electricity,62384.0,2004, TJ,12394.0,VNM
electricity,,2004, TJ,12394.0,VNM
oil_products,27685.0,2004, TJ,38742.0,VNM
solid_biomass,449623.0,2004, TJ,,VNM
electricity,7534.0,2004, TJ,950.0,YEM
oil_products,31924.0,2004, TJ,,YEM
electricity,5310.0,2004, TJ,2663.0,ZMB
oil_products,788.0,2004, TJ,1369.0,ZMB
solid_biomass,156748.0,2004, TJ,,ZMB
coal,,2004, TJ,1862.0,ZWE
electricity,10382.0,2004, TJ,5155.0,ZWE
oil_products,1755.0,2004, TJ,,ZWE
solid_biomass,80884.0,2004, TJ,,ZWE
Heat,,2005, TJ,,ALB
coal,,2005, TJ,118.0,ALB
electricity,9838.0,2005, TJ,5868.0,ALB
electricity,9838.0,2005, TJ,54.0,ALB
electricity,42.0,2005, TJ,5868.0,ALB
electricity,42.0,2005, TJ,54.0,ALB
natural_gas,,2005, TJ,,ALB
oil_products,2935.0,2005, TJ,2131.0,ALB
solid_biomass,8666.0,2005, TJ,418.0,ALB
electricity,62377.0,2005, TJ,,DZA
natural_gas,141632.0,2005, TJ,,DZA
